ENTITY_ID,SAMPLE,MODE,RESPONDENT_DATE,EndDate,S1,Q1,Q2,Q3,Q4,Q5,Q6,Q6_CODED,Q6_TEXT,Q7,Q7_CODED,Q7_TEXT,Q8,Q9,Q10,Q11,Q12,Q12_TEXT,Q13,Q14,Q15,Q15_TEXT,Q16,Q16_TEXT,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25A,Q25B,Q25C,Q25D,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q27,Q28,Q29,Q30,Q31A,Q31B,Q31C,Q32A,Q32B,Q32C,Q33A,Q33B,Q33C,Q33D,Q33E,Q33F,Q33G,Q33H,Q33I,Q33J,Q34,Q35A,Q35B,Q35C,Q35D,Q36,Q37A,Q37B,Q37C,Q37D,Q37E,Q37F,Q37G,Q37H,Q37I,Q38A,Q38B,Q38C,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q46_TEXT,Q47,Q48,Q49,Q49_TEXT,Q50,Q51,Q52,Q53,Q54A,Q54B,Q54C,Q55,Q55_TEXT,Q56_1,Q56_2,Q56_3,Q56_4,Q57,Q58,Q59,Q60,Q61_1,Q61_2,Q61_3,Q61_4,Q61_5,Q62,Q63,Q64_1,Q64_2,Q64_3,Q64_4,Q64_5,Q64_6,Q65,Q66_1,Q66_2,Q66_3,Q66_4,Q66_5,Q66_TEXT,Q67,Q68,RACE1,RACE2,RACE3,RACE4,RACE5,RACE6,RACE7,MARITAL_STATUS,EDUCATION,STATE,REGION,DIVISION,WORKER_TYPE,W2_STATUS,WEIGHT
4398254922,4,2,1/29/2025, , ,8,7,2,9,1,10, , ,13, , ,3,2, , ,1, , ,6,1, ,1, ,5,2,2,40,45,30,3,5,2,3,3,1,1,1,1,1,-99,1,-99,3,2,2,2,3,2,2,4,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,7,2,8,4, , , , , , , , , ,52,2,1,0,0,0,1, ,1,-99,-99,-99,5,1,2,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99, ,2, , , , , , , ,7,2,5,TX,3,7,1,1,.18352187409072
4398254981,4,2,2/4/2025, , ,10,10,2,10,1,2, , ,10, , ,5,4,1,3, , , ,2,3, ,1, ,5,3,1,45,40,3,1,3,1,1,1,1,-99,-99,-99,-99,-99,-99,1,3,1,2,2,4,3,4,4,3,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,1,10,8, , , , , , , , , ,27,2,2,1,-98,-98,1, ,1,-99,1,-99,5,1,2,1,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,2, ,1, , , , , , ,2,5,TX,3,7,4,2,1.62552697740063
4398255010,4,2,2/7/2025, , ,8,8,3,8,1,20, , ,17, , ,5,1, , ,1, ,1,6,1, ,1, ,5,0,0,40,40,40,2,3,4,4,3,1,1,1,1,1,1,1,-99,3,1,2,2,4,3,4,4,3,3,1,1,3,3,4,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,4,9,5,8,8, , , , , , , , , ,61,2,1,0,0,0,6, ,1,-99,-99,-99,6,2,3,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,2, , , , , , , ,7,2,6,TX,3,7,1,1,.18352187409072
4398255014,3,1, ,1/27/2025 7:15:22,1,6,4,2,5,1,2, ,-98,12, ,-98,3,2, , ,1,-98, ,1,2,-98,1,-98,5,0,2,40,40,40,4,6,4,4,4,3,1,1,1,1,1,1,-99,4,2,2,2,4,2,3,2,2,2,1,2,1,3,3,1,3,6,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,4,4,3,3,3, , , , , , , , , ,27,1,1,0,0,0,1,-98,1,-99,1,-99,6,2,2,2,-99,-99,1,-99,-99,2,1,-99,-99,1,-99,-99,-99,2,-99,-99,1,-99,-99,-98,2, , , , , , ,6, ,1,6,TX,3,7,1,1,2.1048998321116
4398255016,3,1, ,1/25/2025 14:41:08,1,6,4,2,3,1,11,11,Quality assurance environmental laboratory,8, ,-98,5,1, , ,1,-98, ,6,1,-98,1,-98,5,1,1,40,45,32,3,6,4,3,4,2,1,1,1,1,1,1,-99,3,2,2,3,4,3,2,3,2,2,2,4,4,3,2,3,4,4,3,2,3,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,3,7,2,3,2, , , , , , , , , ,43,2,2,0,0,0,1,-98,1,-99,-99,-99,6,2,2,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99,-98,1,2, , , , , , ,7,2,6,TX,3,7,1,1,1.15765138345889
4398255039,4,2,1/28/2025, , ,9,7,1,8,1,18, , ,13, , ,3,2,2, , , , ,2,2, ,1, ,5,5,3,40,40,40,4,6,3,4,3,1,1,1,1,-99,-99,-99,-99,2,2,2,2,2,3,4,2,2,2,2,5,2,2,5,4,4,5,4,7,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,4,2,10,1, , , , , , , , , ,63,2,2,0,0,0,2, ,-99,1,-99,-99,2,2,1,1,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99, ,2, ,1, , , , , , ,2,2,TX,3,7,1,1,2.10897119651404
4398255044,4,2,1/29/2025, , ,10,10,2,10,1,1, , ,7, , ,4,2, , ,1, ,1,5,1, ,1, ,5,0,0,40,40,40,3,6,1,1,1,1,1,1,1,1,-99,1,-99,3,2,1,1,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,3,3,3,4,5,1,10,10, , , , , , , , , ,61,2,1,0,0,0,1, ,-99,1,-99,-99,3,2,2,1,-98,-98,-98,-98,-98,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,2, ,1, , , , , , ,2,3,TX,3,7,1,1,.728801166954562
4398255045,4,2,2/24/2025, , ,7,7,4,7,1,22, , ,3, , ,3,2,2, , , , ,3,2, ,1, ,5,0,5,48,48,40,2,2,4,4,4,4,1,1,-99,-99,-99,-99,-99,2,1,1,-98,1,1,5,5,5,5,7,1,2,2,6,6,5,1,5,6,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,10,5, , , , , , , , , ,57,2,2,0,0,0,-98,SEGURO DE SALUD,1,-99,-99,-99,2,2,2,1,-99,-99,-99,-99,1,2,2,-99,-99,-99,-99,-99,1,1,-98,-98,-98,-98,-98, ,2, ,1, , , , , , ,2,2,TX,3,7,1,1,2.10897119651404
4398255060,3,1, ,1/30/2025 16:30:17,1,5,5,4,7,1,17, ,-98,5, ,-98,5,2, , ,1,-98, ,1,2,-98,2,-98,5,5,5,40,42,24,4,6,1,2,3,1,1,-99,-99,-99,1,1,-99,2,2,1,2,4,1,1,1,1,1,2,2,1,2,2,1,1,1,5,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,3, , , , , , , , , ,59,3,1,0,0,0,1,-98,1,-99,-99,-99,3,2,4,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99,-98,2, , , , , , , ,7,3,3,TX,3,7,1,1,.361942281862925
4398255158,3,1, ,1/17/2025 18:09:55,1,5,8,3,10,1,16,16,Dry Cleaning Business,16, ,-98,1,2, , ,2,-98,1,3,2,-98,1,-98,3,0,5,20,30,20,2,2,3,3,3,1,1,-99,-99,1,-99,1,-99,3,1,2,2,4,1,3,3,2,2,2,1,1,7,1,1,1,7,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,10,9, , , , , , , , , ,67,2,2,0,0,0,4,-98,-99,1,-99,-99,3,2,2,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99,-98,1,2, , , , , , ,7,2,3,TX,3,7,2,2,.230152541616882
4398255194,4,2,1/28/2025, , ,7,6,1,5,1,18,18,GOVERNMENT,17, , ,5,1, , ,1, , ,3,1, ,1, ,5,0,0,30,8,2,2,5,4,4,4,4,1,1,1,1,1,1,-99,2,2,2,2,4,3,4,4,2,3,4,3,1,3,3,2,4,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,6,1,10,6, , , , , , , , , ,28,1,1,0,0,0,1, ,1,-99,1,-99,5,1,1,1,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,2, ,1, , , , , , ,1,5,TX,3,7,1,1,.812763488700314
4398255201,4,2,2/10/2025, , ,10,10,2,10,1,1, , ,7, , ,5,2,2, , , , ,6,1, ,1, ,6,0,0,60,75,60,2,2,2,2,1,1,1,1,1,-99,-99,1,-99,2,2,2,2,4,2,4,4,4,4,2,2,2,2,4,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,1,10,10, , , , , , , , , ,52,2,1,0,0,0,1, ,1,-99,-99,-99,3,2,2,1,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,1,1,1, , , , , , ,2,3,TX,3,7,1,1,.728801166954562
4398255230,4,2,2/6/2025, , ,6,6,2,5,1,17,17,INVENTORY SPECIALIST,19,19,AUTOMATION,5,2, , ,1, ,3,5,2, ,1, ,5,0,8,40,50,40,2,6,3,4,4,3,1,1,-99,-99,-99,-99,-99,2,1,2,2,4,3,4,1,1,1,3,2,3,1,3,4,3,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,7,6, , , , , , , , , ,47,2,5,0,0,0,1, ,1,-99,-99,-99,2,2,3,1,-98,-98,-98,-98,-98,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,1,1,1, , , , , , ,2,2,TX,3,7,1,1,3.94794424056004
4398255283,3,1, ,1/29/2025 16:25:54,1,9,9,2,10,1,8, ,-98,12, ,-98,5,1, , ,1,-98, ,6,4,Paid daily wage,1,-98,3,0,8,28,0,21,4,1,2,2,1,1,-99,-99,-99,-99,-99,-99,1,4,1,2,2,4,3,2,2,2,2,1,1,1,2,1,1,3,7,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,4,1,1,9,9, , , , , , , , , ,64,3,1,0,0,0,8,Obamacare,-99,1,-99,-99,6,1,1,2,-99,1,-99,-99,-99,2,2,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99,-98,2, , , , , ,5, , ,3,6,TX,3,7,1,1,.334715815129058
4398255298,3,1, ,1/25/2025 17:16:44,1,8,9,1,8,1,10, ,-98,13, ,-98,5,2, , ,1,-98, ,6,2,-98,1,-98,5,0,2,40,55,38,3,6,3,2,4,2,1,1,1,1,1,1,-99,3,2,2,2,2,3,3,1,1,3,3,2,1,4,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,9,2,8,5, , , , , , , , , ,40,-98,1,0,1,0,1,-98,-99,1,-99,-99,6,1,1,1,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99,-98,2, ,1, , , , , , ,9,6,TX,3,7,1,1,.959624668132454
4398255307,4,2,2/10/2025, , ,8,8,2,7,1,3, , ,12, , ,5,1, , ,1, , ,6,1, ,1, ,5,0,2,40,40,24,3,6,4,4,4,2,1,1,1,-99,-99,-99,-99,2,2,2,2,4,3,3,2,2,2,2,4,4,2,4,4,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,6,3,8,7, , , , , , , , , ,48,3,2,0,0,0,1, ,1,-99,-99,-99,6,2,3,1,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,2, ,1, , , , , , ,3,6,TX,3,7,1,1,1.0190843684208
4398255320,4,2,2/24/2025, , ,9,9,4,9,2,17, , ,5, , ,4,2, , ,1, , ,5,2, ,4, ,5,0,0,32,39,30,3,4,4,3,4,1,1,-99,1,-99,-99,1,-99,4,3,2,2,2,1,4,4,2,4,2,1,1,7,3,2,3,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,10,8,22,2,2, ,10,3,1, , ,61,3,1,0,0,0,1, ,-99,-99,-99,1,2,2,1,1,-99,-99,-99,-99,1,2,2,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99, ,2, ,1, , , , , , ,3,2,TX,3,7,1,1,1.05448559825702
4398255391,3,1, ,2/3/2025 9:04:06,1,3,4,1,9,1,20, ,-98,1, ,-98,4,2, , ,1,-98, ,6,2,-98,4,-98,5,1,8,45,45,-98,2,1,1,1,1,1,1,-99,1,-99,-99,-99,-99,1,1,1,3,5,2,2,2,1,2,7,2,2,2,2,2,3,1,1,2,1,1,2,3,3,1,2,2,2,2,2,2,2,2,1,1,2,2,2,4,1,3,4, , , , , , , , , ,47,2,1,0,0,1,1,-98,-99,-99,-99,1,2,2,4,1,-99,-99,-99,-99,1,2,2,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99,-98,2, ,1, , , , , , ,2,2,TX,3,7,1,1,1.58066582392718
4398255407,3,1, ,1/23/2025 6:58:23,1,10,10,1,10,1,14, ,-98,15,15,Restaurant,2,2, , ,1,-98, ,1,2,-98,3,-98,5,0,8,30,0,0,4,2,1,1,1,1,-99,-99,-99,-99,-99,1,-99,4,2,2,2,5,3,5,5,5,5,7,7,1,1,1,1,1,6,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,1,1,10,10, , , , , , , , , ,32,1,1,0,1,0,7,-98,-99,-99,-99,1,2,2,2,1,-99,-99,-99,-99,1,2,1,1,-99,1,1,-99,-99,1,-99,1,-99,-99,-99,-98,1,1,1, , , , , , ,1,2,TX,3,7,1,1,2.64075466116212
4398255474,4,2,1/23/2025, , ,8,8,3,7,1,23,23,PILOT LAB TECH,8,8,FIBER OPTICS,5,2,2, , , , ,6,2, ,1, ,5,0,8,40,50,40,3,2,2,4,3,2,1,1,1,1,1,1,-99,3,2,2,2,4,3,4,2,2,3,3,3,2,3,2,4,2,3,-98,2,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,8,8, , , , , , , , , ,58,2,2,0,0,0,1, ,1,-99,1,-99,2,2,1,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,2, , , , , , , ,7,2,2,TX,3,7,1,1,1.2534337468045
4398255493,4,2,1/28/2025, , ,9,8,3,8,1,24,24,AUTOMOTIVE,3,3,AUTOMOTIVE,5,2, , ,1, , ,1,1, ,1, ,5,0,8,52,52,52,4,5,1,1,1,1,1,1,1,1,1,1,-99,3,2,2,2,2,1,1,2,1,1,1,3,2,1,3,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,3,10,2,8,5, , , , , , , , , ,44,2,1,0,1,0,1, ,1,1,1,-99,3,1,1,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,1,-99,-99,2,-99,1,-99,-99,-99, ,2, , , , , , , ,7,2,3,TX,3,7,1,1,1.07637464446001
4398255495,4,2,1/24/2025, , ,10,10,1,10,1,19, , ,1, , ,2,2, , ,1, ,3,6,1, ,4, ,7,5,8,70,90,70,3,2,1,1,1,1,1,1,1,1,-99,1,-99,3,1,2,2,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,-98,1,10,10, , , , , , , , , ,56,2,2,0,0,0,1, ,1,1,1,-99,6,2,2,2,-98,-98,-98,-98,-98,-98,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98, ,-98, , , , , , , , ,2,6,TX,3,7,1,1,.377371596710987
4398255513,4,2,1/31/2025, , ,9,8,1,8,1,10, , ,12, , ,3,2,2, , , , ,6,1, ,1, ,5,0,0,42,45,32,3,6,2,4,4,1,1,1,1,1,1,1,-99,3,2,2,2,4,1,2,3,1,2,1,1,1,4,1,1,1,4,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,4,5,1,9,9, , , , , , , , , ,51,2,2,0,0,0,1, ,1,-99,1,-99,6,1,1,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99, ,2, , , , , , , ,7,2,6,TX,3,7,1,1,.301401936872409
4398255554,3,1, ,1/21/2025 17:41:43,1,9,9,3,0,1,18, ,-98,17, ,-98,3,1, , ,1,-98, ,3,2,-98,1,-98,5,0,3,40,40,40,2,6,4,4,4,3,1,1,1,1,1,-99,-99,2,2,2,2,4,2,2,1,1,1,5,5,2,2,4,5,4,2,4,1,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,1,2,2,3,-98,1,10,10, , , , , , , , , ,35,-98,-98,-98,-98,-98,1,-98,1,-99,-99,-99,2,2,3,-98,-98,-98,-98,-98,-98,2,1,-99,-99,-99,-99,-99,1,-98,-98,-98,-98,-98,-98,-98,2, , , , , , , , ,9,2,TX,3,7,1,1,3.94794424056004
4398255572,3,1, ,1/25/2025 19:56:54,1,7,7,3,7,1,23, ,-98,14,14,retirement community,2,2, , ,1,-98, ,4,2,-98,1,-98,5,0,8,38,42,37,2,3,1,1,1,1,1,1,1,1,-99,1,-99,3,2,2,2,4,2,4,2,2,2,1,1,1,4,2,1,1,3,2,1,3,1,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,7,8, , , , , , , , , ,58,2,4,0,0,0,6,-98,-99,1,-99,-99,5,2,1,2,-99,-99,1,-99,-99,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99,-98,2, , , , , , ,6, ,2,5,TX,3,7,1,1,.93525693396065
4398255573,3,1, ,1/21/2025 21:10:44,1,8,9,3,9,1,9, ,-98,2, ,-98,3,2, , ,1,-98, ,4,1,-98,1,-98,5,0,1,45,55,24,2,6,2,4,4,1,1,1,1,1,1,1,-99,3,2,2,2,2,1,1,2,1,1,2,2,1,1,3,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,7,1,9,4, , , , , , , , , ,28,5,2,0,0,0,1,-98,1,-99,-99,-99,5,2,2,1,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99,-98,2, ,1, , , , , , ,5,5,TX,3,7,1,1,2.64715799219689
4398255588,4,2,1/31/2025, , ,9,8,2,9,1,23, , ,6, , ,5,2, , ,1, ,3,6,2, ,4, ,4,0,8,30,35,20,3,5,2,2,3,1,1,-99,1,1,-99,-99,-99,2,2,2,1,2,2,3,2,2,3,2,1,2,3,2,2,1,3,1,1,-98,1,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,4,11,7,10,5, , , , , , , , , ,59,2,2,0,0,0,1, ,1,-99,-99,-99,5,1,1,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,-98, , , , , , , ,7,2,5,TX,3,7,1,1,.451799191631589
4398255625,3,1, ,1/26/2025 16:50:31,1,3,4,2,3,1,22, ,-98,3, ,-98,5,2, , ,1,-98, ,4,2,-98,1,-98,4,0,8,40,55,40,3,2,4,4,4,2,1,1,1,1,1,1,-99,3,2,2,2,4,4,4,3,3,3,4,4,4,5,2,2,4,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,3,5, , , , , , , , , ,51,2,2,1,1,1,1,-98,1,-99,-99,-99,3,2,3,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99,-98,2, , , , , , , ,7,2,3,TX,3,7,1,1,.577923532946224
4398255648,3,1, ,1/27/2025 16:41:37,1,5,5,4,7,1,4, ,-98,8, ,-98,4,2, , ,1,-98, ,3,1,-98,5,-98,5,0,8,40,70,30,3,5,4,3,4,3,1,1,1,1,1,1,-99,2,2,2,2,3,3,2,2,3,2,5,2,1,3,2,3,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,8,8, , , , , , , , , ,24,2,2,0,0,0,1,-98,1,-99,-99,-99,5,2,2,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,-99,1,-99,-99,-98,1,2, , , , , , ,7,2,5,TX,3,7,1,1,2.95398948084063
4398255660,4,2,1/23/2025, , ,10,10,2,10,1,15, , ,13, , ,3,2, , ,1, , ,5,2, ,1, ,5,0,0,40,45,32,2,6,2,2,2,1,1,1,1,1,1,1,-99,2,2,2,2,3,1,1,3,1,1,1,1,1,2,5,1,1,6,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,3,1,4,1,9,8, , , , , , , , , ,51,2,4,0,0,1,1, ,1,-99,-99,-99,2,1,1,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,2, , , , , , , ,7,2,2,TX,3,7,1,1,2.73327526976748
4398255664,3,1, ,1/27/2025 13:32:10,1,8,8,2,10,1,4, ,-98,1,1,Land development,1,2, , ,1,-98, ,4,1,-98,1,-98,5,5,5,40,45,36,3,6,1,1,1,1,1,1,1,1,1,1,-99,3,2,2,2,3,1,2,2,1,1,1,2,1,5,1,1,1,2,2,1,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,7,5, , , , , , , , , ,48,2,2,0,0,0,1,-98,1,1,-99,-99,4,1,2,2,-99,-99,-99,-99,1,2,1,-99,-99,1,-99,-99,-99,2,-99,1,-99,-99,-99,-98,1,2, , , , , , ,7,2,4,TX,3,7,1,1,.840158274258293
4398255678,3,1, ,1/23/2025 13:59:17,1,8,8,2,8,1,2, ,-98,15, ,-98,4,2, , ,1,-98, ,6,1,-98,1,-98,5,5,5,50,50,40,2,6,1,1,1,1,1,1,1,1,1,1,-99,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,3,2,2,2,1,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,8,4,7,7, , , , , , , , , ,42,2,2,0,0,0,1,-98,1,-99,-99,-99,3,2,2,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99,-98,2, , , , , , , ,7,2,3,TX,3,7,1,1,1.1131944621756
4398255679,3,1, ,1/31/2025 0:33:49,1,5,5,1,5,1,23, ,-98,6, ,-98,5,2, , ,1,-98, ,6,2,-98,1,-98,5,0,8,40,48,40,1,2,1,2,2,2,1,1,1,-99,-99,-99,-99,2,2,2,2,4,3,4,2,2,2,2,4,4,4,2,3,3,7,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,7,1,5,5, , , , , , , , , ,45,2,2,0,1,1,1,-98,1,-99,-99,-99,3,1,4,2,-99,-99,-99,1,-99,2,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,2, , , ,3, , , , ,2,3,TX,3,7,1,1,1.88364322736708
4398255702,3,1, ,1/28/2025 13:11:00,1,7,7,3,7,1,2, ,-98,10, ,-98,2,5,2, , , , ,1,2,-98,1,-98,5,5,3,40,45,35,3,6,1,1,1,1,1,-99,1,1,1,1,-99,3,2,2,3,2,1,3,3,2,1,2,2,1,2,1,1,2,3,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,8, , , , , , , , , ,24,1,1,0,0,0,7,-98,-99,-99,-99,1,6,2,1,1,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99,-98,2, ,1, , , , , , ,1,6,TX,3,7,3,2,1.98403476335646
4398255707,4,2,1/28/2025, , ,7,7,3,8,1,3, , ,11,11,COMPUTERS,5,2, , ,1, , ,4,1, ,1, ,5,2,2,40,45,32,2,2,1,1,1,1,1,1,1,1,1,1,-99,3,1,2,2,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,-98,2,2,2,2,2,2,2,2,2,2,2,2,5,10,2,7,3, , , , , , , , , ,39,2,1,1,2,-98,1, ,1,-99,-99,-99,5,2,2,2,-99,-99,-99,-99,1,2,2,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,2, , , , , , , ,7,2,5,TX,3,7,1,1,.299312863748025
4398255733,4,2,2/24/2025, , ,7,5,3,8,1,21,21,LUBE TECH,16, , ,4,2,2, , , , ,2,2, ,1, ,6,0,6,50,50,50,4,6,4,4,4,2,1,1,-99,-99,-99,-99,-99,1,2,2,2,4,4,4,1,1,1,5,2,2,2,2,4,3,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,5,2,5,2, , , , , , , , , ,23,1,2,0,0,0,9, ,-99,-99,-99,1,2,2,1,-98,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,2, , , , , , , ,7,1,2,TX,3,7,1,1,3.94794424056004
4398255734,4,2,1/28/2025, , ,9,9,1,8,1,21,21,UTILITIES,16, , ,5,2, , ,1, , ,3,1, ,1, ,5,2,3,40,45,40,3,6,2,2,2,1,1,1,1,-99,1,-99,-99,4,1,2,2,2,1,2,3,1,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,7,1,10,9, , , , , , , , , ,59,1,0,0,0,0,1, ,1,-99,-99,-99,6,1,1,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,2, , , , , , , ,7,1,6,TX,3,7,1,1,.18352187409072
4398255747,4,2,1/23/2025, , ,8,9,2,8,2,17, , ,10, , ,1,2, , ,1, , ,2,1, ,1, ,5,5,5,5,10,4,4,6,1,4,1,1,1,1,1,1,1,1,-99,4,2,2,2,3,1,3,2,1,2,1,3,4,5,1,3,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,5,1,7,9,12,3,2, ,10,2,2, ,1,23,1,0,0,0,0,2, ,1,-99,-99,-99,5,1,2,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99, ,2, , , , , , , ,7,1,5,TX,3,7,1,1,.403640231456166
4398255749,3,1, ,1/21/2025 13:51:17,1,8,7,2,7,1,2, ,-98,11, ,-98,2,5,2, , , , ,6,2,-98,1,-98,5,5,5,10,15,8,4,6,1,1,1,1,-99,-99,-99,-99,-99,-99,1,3,1,2,2,5,1,2,5,5,5,1,7,7,3,1,1,1,7,1,1,1,1,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,8,3, , , , , , , , , ,55,2,2,0,0,1,2,-98,1,-99,-99,-99,6,2,1,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99,-98,2, , , , , , , ,7,2,6,TX,3,7,3,2,.301401936872409
